OBJECTID,NAME,GNIS_NAME,GNIS,ACRES,SQ_MILES,GLOBALID,Shape__Area,Shape__Length
1,New Jersey,State of New Jersey,1779795,5549496.83345534,8671.0888034,c4b61083-08cc-4b55-99e2-5f76b5fb65e6,241735114224.517,2703086.49009241
